Unix Time,open,high,low,close,Volume,Formatted Date
1766371942,88529.25,88540.00,88529.25,88540.00,0.38538000,22/12/2025 03:52
1766372003,88540.01,88540.11,88540.00,88540.01,1.37710000,22/12/2025 03:53
1766372063,88540.02,88540.02,88540.01,88540.01,1.09164000,22/12/2025 03:54
1766372124,88514.60,88514.60,88514.59,88514.60,0.08305000,22/12/2025 03:55
1766372184,88514.60,88514.60,88514.59,88514.60,0.10314000,22/12/2025 03:56
1766372245,88514.59,88514.60,88514.59,88514.60,0.08781000,22/12/2025 03:57
1766372305,88482.14,88482.14,88458.27,88458.27,0.76751000,22/12/2025 03:58
1766372365,88458.27,88458.28,88458.27,88458.27,0.23597000,22/12/2025 03:59
1766372426,88458.27,88491.35,88458.27,88491.34,1.47941000,22/12/2025 04:00
1766372486,88475.24,88497.79,88475.23,88497.79,0.68180000,22/12/2025 04:01
1766372547,88483.86,88490.53,88480.00,88490.53,2.38857000,22/12/2025 04:02
1766372607,88450.83,88450.84,88371.70,88397.76,4.70962000,22/12/2025 04:03
1766372668,88349.68,88366.28,88349.67,88366.27,0.41632000,22/12/2025 04:04
1766372728,88388.83,88388.84,88388.83,88388.84,0.13678000,22/12/2025 04:05
1766372788,88297.13,88320.00,88283.40,88319.99,1.28526000,22/12/2025 04:06
1766372849,88367.94,88439.27,88352.62,88439.27,2.08926000,22/12/2025 04:07
1766372909,88582.26,88582.26,88545.35,88572.03,2.01013000,22/12/2025 04:08
1766372970,88583.33,88583.33,88573.90,88574.47,1.21266000,22/12/2025 04:09
1766373030,88623.02,88632.01,88603.40,88632.00,1.05563000,22/12/2025 04:10
1766373090,88630.62,88630.62,88597.52,88600.10,1.20003000,22/12/2025 04:11
1766373151,88557.16,88557.16,88520.30,88520.30,0.82467000,22/12/2025 04:12
1766373211,88523.94,88622.00,88523.93,88621.99,2.91848000,22/12/2025 04:13
1766373272,88601.63,88605.13,88580.00,88580.01,1.89651000,22/12/2025 04:14
1766373332,88583.77,88599.28,88579.51,88599.28,1.01716000,22/12/2025 04:15
1766373393,88581.43,88625.91,88581.42,88625.90,0.75933000,22/12/2025 04:16
