Unix Time,Open,High,Low,Close,Volume,Formatted Date
1766436879,88225.42,88225.42,88225.42,88225.42,0.00113000,22/12/2025 21:54:39
1766436880,88225.41,88225.41,88219.95,88219.95,0.09362000,22/12/2025 21:54:40
1766436881,88219.95,88219.95,88219.95,88219.95,0.00000000,22/12/2025 21:54:41
1766436882,88219.95,88219.95,88219.95,88219.95,0.00000000,22/12/2025 21:54:42
1766436883,88219.30,88219.30,88219.30,88219.30,0.12989000,22/12/2025 21:54:43
1766436884,88219.30,88219.30,88219.29,88219.30,1.00095000,22/12/2025 21:54:44
1766436885,88219.30,88219.30,88219.30,88219.30,0.00000000,22/12/2025 21:54:45
1766436886,88219.30,88219.30,88219.30,88219.30,0.00056000,22/12/2025 21:54:46
1766436887,88219.30,88219.30,88219.30,88219.30,0.05236000,22/12/2025 21:54:47
1766436888,88219.29,88219.30,88219.29,88219.30,0.00052000,22/12/2025 21:54:48
1766436889,88219.30,88219.30,88219.30,88219.30,0.00017000,22/12/2025 21:54:49
1766436890,88219.30,88219.30,88219.30,88219.30,0.00294000,22/12/2025 21:54:50
1766436891,88219.30,88219.30,88219.29,88219.29,0.05439000,22/12/2025 21:54:51
1766436892,88219.30,88245.56,88219.30,88245.56,0.92960000,22/12/2025 21:54:52
1766436893,88219.30,88245.56,88219.30,88245.56,0.92960000,22/12/2025 21:54:53
1766436894,88245.99,88260.00,88245.99,88260.00,0.09726000,22/12/2025 21:54:54
1766436895,88259.99,88259.99,88259.99,88259.99,0.00022000,22/12/2025 21:54:55
1766436896,88260.00,88260.00,88260.00,88260.00,0.00046000,22/12/2025 21:54:56
1766436897,88259.99,88260.00,88259.99,88260.00,0.03633000,22/12/2025 21:54:57
1766436898,88260.00,88260.00,88260.00,88260.00,0.01871000,22/12/2025 21:54:58
1766436899,88260.00,88260.00,88260.00,88260.00,0.16305000,22/12/2025 21:54:59
1766436900,88260.00,88269.23,88260.00,88269.23,0.16275000,22/12/2025 21:55:00
1766436901,88272.18,88280.00,88269.61,88269.61,0.06845000,22/12/2025 21:55:01
1766436902,88272.18,88280.00,88269.61,88269.61,0.06845000,22/12/2025 21:55:02
1766436903,88269.62,88274.03,88269.62,88274.03,0.03213000,22/12/2025 21:55:03
1766436904,88274.03,88274.03,88274.03,88274.03,0.00017000,22/12/2025 21:55:04
1766436905,88274.03,88274.03,88274.03,88274.03,0.00041000,22/12/2025 21:55:05
1766436906,88274.02,88274.02,88266.96,88266.96,0.78633000,22/12/2025 21:55:06
1766436907,88266.96,88266.96,88265.19,88265.19,0.01297000,22/12/2025 21:55:07
1766436908,88265.20,88265.20,88255.04,88255.04,0.04889000,22/12/2025 21:55:08
1766436909,88255.04,88255.05,88255.04,88255.05,0.00144000,22/12/2025 21:55:09
1766436910,88255.04,88255.04,88255.04,88255.04,0.01218000,22/12/2025 21:55:10
1766436911,88255.04,88255.04,88255.04,88255.04,0.00012000,22/12/2025 21:55:11
1766436912,88255.05,88255.05,88255.04,88255.04,0.01768000,22/12/2025 21:55:12
1766436913,88255.05,88255.05,88255.04,88255.04,0.00132000,22/12/2025 21:55:13
1766436914,88255.04,88255.04,88255.04,88255.04,0.00000000,22/12/2025 21:55:14
1766436915,88255.04,88255.04,88255.04,88255.04,0.49020000,22/12/2025 21:55:15
1766436916,88255.04,88255.04,88255.04,88255.04,0.00355000,22/12/2025 21:55:16
1766436917,88255.04,88255.04,88246.57,88246.57,0.07126000,22/12/2025 21:55:17
1766436918,88246.22,88246.22,88242.00,88242.00,0.02161000,22/12/2025 21:55:18
1766436919,88242.00,88242.00,88242.00,88242.00,0.00000000,22/12/2025 21:55:19
1766436920,88242.00,88242.01,88242.00,88242.01,0.00274000,22/12/2025 21:55:20
1766436921,88242.00,88242.00,88240.00,88240.00,0.01733000,22/12/2025 21:55:21
1766436922,88240.00,88240.00,88240.00,88240.00,0.00012000,22/12/2025 21:55:22
1766436923,88240.01,88240.01,88240.01,88240.01,0.00226000,22/12/2025 21:55:23
1766436924,88240.00,88240.00,88240.00,88240.00,0.00014000,22/12/2025 21:55:24
1766436925,88240.00,88242.01,88240.00,88242.01,0.14385000,22/12/2025 21:55:25
1766436926,88242.01,88292.95,88242.01,88292.95,1.90292000,22/12/2025 21:55:26
1766436927,88242.01,88292.95,88242.01,88292.95,1.90292000,22/12/2025 21:55:27
1766436928,88292.95,88292.95,88292.95,88292.95,0.04682000,22/12/2025 21:55:28
1766436929,88292.94,88292.94,88281.57,88281.58,0.15774000,22/12/2025 21:55:29
1766436930,88281.57,88281.57,88281.57,88281.57,0.00907000,22/12/2025 21:55:30
1766436931,88281.58,88281.58,88281.58,88281.58,0.00006000,22/12/2025 21:55:31
1766436932,88281.58,88281.58,88281.58,88281.58,0.00000000,22/12/2025 21:55:32
1766436933,88281.58,88281.58,88281.57,88281.57,0.06911000,22/12/2025 21:55:33
1766436934,88281.58,88281.58,88281.57,88281.57,0.00109000,22/12/2025 21:55:34
1766436935,88281.57,88281.57,88281.57,88281.57,0.00133000,22/12/2025 21:55:35
1766436936,88281.58,88281.58,88281.58,88281.58,1.09415000,22/12/2025 21:55:36
1766436937,88281.58,88281.58,88278.96,88280.97,1.26877000,22/12/2025 21:55:37
1766436938,88280.97,88280.97,88272.75,88272.75,0.01845000,22/12/2025 21:55:38
1766436939,88272.75,88272.75,88272.75,88272.75,0.00000000,22/12/2025 21:55:39
1766436940,88272.75,88272.75,88272.75,88272.75,0.00000000,22/12/2025 21:55:40
1766436941,88272.76,88272.76,88272.76,88272.76,0.00006000,22/12/2025 21:55:41
1766436942,88272.76,88287.31,88272.76,88287.31,0.37220000,22/12/2025 21:55:42
1766436943,88272.76,88287.31,88272.76,88287.31,0.37220000,22/12/2025 21:55:43
1766436944,88287.30,88287.31,88287.30,88287.31,0.00322000,22/12/2025 21:55:44
1766436945,88287.30,88287.30,88287.30,88287.30,0.00011000,22/12/2025 21:55:45
1766436946,88287.31,88294.97,88287.31,88294.97,0.32830000,22/12/2025 21:55:46
1766436947,88294.97,88294.97,88294.97,88294.97,0.00000000,22/12/2025 21:55:47
1766436948,88295.06,88295.07,88295.06,88295.07,0.01339000,22/12/2025 21:55:48
1766436949,88295.07,88295.07,88295.07,88295.07,0.00057000,22/12/2025 21:55:49
1766436950,88295.06,88295.07,88295.06,88295.07,0.00627000,22/12/2025 21:55:50
1766436951,88295.07,88295.07,88295.07,88295.07,0.00000000,22/12/2025 21:55:51
1766436952,88295.07,88295.07,88295.07,88295.07,0.00000000,22/12/2025 21:55:52
1766436953,88295.07,88295.07,88295.07,88295.07,0.00000000,22/12/2025 21:55:53
1766436954,88295.07,88295.07,88295.07,88295.07,0.00475000,22/12/2025 21:55:54
1766436955,88295.07,88295.07,88295.07,88295.07,0.08990000,22/12/2025 21:55:55
1766436956,88295.07,88301.10,88295.07,88301.10,0.44399000,22/12/2025 21:55:56
1766436957,88301.10,88301.10,88301.10,88301.10,0.00000000,22/12/2025 21:55:57
1766436958,88301.10,88301.10,88301.10,88301.10,0.00374000,22/12/2025 21:55:58
1766436959,88301.09,88301.09,88301.09,88301.09,0.00813000,22/12/2025 21:55:59
1766436960,88301.09,88301.09,88301.09,88301.09,0.00000000,22/12/2025 21:56:00
1766436961,88306.54,88327.61,88306.54,88327.60,0.67012000,22/12/2025 21:56:01
1766436962,88306.54,88327.61,88306.54,88327.60,0.67012000,22/12/2025 21:56:02
1766436963,88327.61,88327.61,88327.61,88327.61,0.00657000,22/12/2025 21:56:03
1766436964,88327.61,88327.61,88327.61,88327.61,0.00000000,22/12/2025 21:56:04
1766436965,88327.60,88327.60,88327.60,88327.60,0.00070000,22/12/2025 21:56:05
1766436966,88327.61,88339.95,88327.61,88339.95,0.18210000,22/12/2025 21:56:06
1766436967,88327.61,88339.95,88327.61,88339.95,0.18210000,22/12/2025 21:56:07
1766436968,88339.94,88339.95,88339.94,88339.95,0.00634000,22/12/2025 21:56:08
1766436969,88339.95,88350.00,88339.95,88350.00,0.21124000,22/12/2025 21:56:09
1766436970,88350.00,88350.00,88350.00,88350.00,0.01761000,22/12/2025 21:56:10
1766436971,88349.99,88349.99,88349.99,88349.99,0.00227000,22/12/2025 21:56:11
1766436972,88350.00,88350.00,88350.00,88350.00,0.00194000,22/12/2025 21:56:12
1766436973,88350.00,88350.00,88350.00,88350.00,0.00157000,22/12/2025 21:56:13
1766436974,88350.00,88350.00,88350.00,88350.00,0.00000000,22/12/2025 21:56:14
1766436975,88350.00,88384.83,88350.00,88384.82,2.29796000,22/12/2025 21:56:15
1766436976,88384.82,88384.82,88384.82,88384.82,0.00063000,22/12/2025 21:56:16
1766436977,88384.82,88384.82,88384.82,88384.82,0.00000000,22/12/2025 21:56:17
1766436978,88384.83,88384.83,88384.83,88384.83,0.00647000,22/12/2025 21:56:18
1766436979,88384.83,88384.83,88384.83,88384.83,0.29392000,22/12/2025 21:56:19
1766436980,88384.83,88384.83,88384.83,88384.83,0.00309000,22/12/2025 21:56:20
1766436981,88384.83,88384.83,88384.83,88384.83,0.00148000,22/12/2025 21:56:21
1766436982,88384.83,88384.83,88384.83,88384.83,0.00489000,22/12/2025 21:56:22
1766436983,88384.83,88384.83,88384.83,88384.83,0.00242000,22/12/2025 21:56:23
1766436984,88384.83,88384.83,88384.83,88384.83,0.00944000,22/12/2025 21:56:24
1766436985,88384.82,88384.82,88384.82,88384.82,0.00230000,22/12/2025 21:56:25
1766436986,88384.82,88384.83,88384.82,88384.83,0.04342000,22/12/2025 21:56:26
1766436987,88384.83,88384.83,88384.83,88384.83,0.00000000,22/12/2025 21:56:27
1766436988,88384.83,88384.83,88371.57,88371.57,1.18757000,22/12/2025 21:56:28
1766436989,88371.58,88372.35,88371.58,88372.35,0.05766000,22/12/2025 21:56:29
1766436990,88372.35,88393.66,88372.35,88393.66,0.30643000,22/12/2025 21:56:30
1766436991,88393.66,88393.66,88393.65,88393.66,0.03144000,22/12/2025 21:56:31
1766436992,88393.66,88393.66,88393.66,88393.66,0.00418000,22/12/2025 21:56:32
1766436993,88393.66,88393.66,88393.65,88393.66,0.00230000,22/12/2025 21:56:33
1766436994,88393.66,88393.66,88393.66,88393.66,0.00009000,22/12/2025 21:56:34
1766436995,88393.65,88393.65,88393.65,88393.65,0.00033000,22/12/2025 21:56:35
1766436996,88393.65,88393.66,88393.65,88393.66,0.00265000,22/12/2025 21:56:36
1766436997,88393.66,88393.66,88393.66,88393.66,0.00111000,22/12/2025 21:56:37
1766436998,88393.65,88393.65,88388.13,88388.14,0.03351000,22/12/2025 21:56:38
1766436999,88388.13,88388.14,88388.13,88388.14,0.00148000,22/12/2025 21:56:39
1766437000,88388.13,88388.14,88388.13,88388.14,0.00065000,22/12/2025 21:56:40
1766437001,88388.13,88388.14,88388.13,88388.13,0.06889000,22/12/2025 21:56:41
1766437002,88388.13,88388.13,88388.13,88388.13,0.00000000,22/12/2025 21:56:42
1766437003,88388.13,88388.13,88362.10,88362.10,0.46404000,22/12/2025 21:56:43
1766437004,88388.13,88388.13,88362.10,88362.10,0.46404000,22/12/2025 21:56:44
1766437005,88362.11,88362.11,88362.11,88362.11,0.00117000,22/12/2025 21:56:45
1766437006,88362.10,88362.10,88358.00,88358.01,0.18448000,22/12/2025 21:56:46
1766437007,88358.01,88358.01,88358.01,88358.01,0.01095000,22/12/2025 21:56:47
1766437008,88358.01,88358.01,88358.01,88358.01,0.00000000,22/12/2025 21:56:48
1766437009,88358.01,88358.01,88358.01,88358.01,0.00445000,22/12/2025 21:56:49
1766437010,88358.00,88358.00,88358.00,88358.00,0.00330000,22/12/2025 21:56:50
1766437011,88358.01,88358.01,88358.01,88358.01,0.11615000,22/12/2025 21:56:51
1766437012,88358.00,88358.01,88358.00,88358.01,0.00055000,22/12/2025 21:56:52
1766437013,88358.01,88358.01,88358.00,88358.00,0.00745000,22/12/2025 21:56:53
1766437014,88358.01,88358.01,88358.01,88358.01,0.00131000,22/12/2025 21:56:54
1766437015,88358.01,88358.01,88358.00,88358.01,0.00368000,22/12/2025 21:56:55
1766437016,88358.00,88358.01,88358.00,88358.01,0.00022000,22/12/2025 21:56:56
1766437017,88358.00,88358.00,88358.00,88358.00,0.00244000,22/12/2025 21:56:57
1766437018,88358.01,88362.11,88358.01,88362.11,0.42383000,22/12/2025 21:56:58
1766437019,88362.11,88362.11,88362.11,88362.11,0.00037000,22/12/2025 21:56:59
1766437020,88362.11,88362.11,88362.11,88362.11,0.00000000,22/12/2025 21:57:00
1766437021,88362.10,88362.10,88362.10,88362.10,0.00035000,22/12/2025 21:57:01
1766437022,88362.11,88364.82,88362.11,88364.81,0.09464000,22/12/2025 21:57:02
1766437023,88364.82,88364.82,88364.81,88364.82,0.00071000,22/12/2025 21:57:03
1766437024,88364.82,88364.82,88350.24,88350.24,0.84816000,22/12/2025 21:57:04
1766437025,88350.24,88350.24,88350.24,88350.24,0.00000000,22/12/2025 21:57:05
1766437026,88350.25,88350.25,88350.24,88350.24,0.00068000,22/12/2025 21:57:06
1766437027,88350.25,88350.25,88350.25,88350.25,0.00016000,22/12/2025 21:57:07
1766437028,88350.25,88350.25,88350.25,88350.25,0.00177000,22/12/2025 21:57:08
